"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.224666697E2,-1.209563166E-1,1.035996675E0,1.096972466E0
2.224716997E2,-1.709629595E-1,8.731093407E-1,1.561758041E0
2.224767298E2,-1.110460758E-1,7.355945110E-1,2.082948685E0
2.224817598E2,-7.817283273E-3,5.990724564E-1,2.684550285E0
2.224867899E2,1.729919612E-1,4.390916824E-1,3.266214371E0
2.224918199E2,3.561712205E-1,2.786109447E-1,3.746996880E0
2.224968500E2,5.379853249E-1,9.307503700E-2,4.084187508E0
2.225018800E2,6.234985590E-1,-1.130564213E-1,4.211120605E0
2.225069101E2,5.315277576E-1,-2.727580070E-1,4.242826462E0
2.225119401E2,2.430577874E-1,-4.050674438E-1,4.174594879E0
2.225169702E2,-2.518726587E-1,-4.813623428E-1,4.078326225E0
2.225220002E2,-8.628665805E-1,-4.589087963E-1,3.901547432E0
2.225270303E2,-1.543206096E0,-3.715078831E-1,3.644444466E0
2.225320603E2,-2.084899426E0,-1.806049347E-1,3.311776161E0
2.225370904E2,-2.434145689E0,1.048183441E-1,2.999016762E0
2.225421205E2,-2.541932821E0,4.139215946E-1,2.868350029E0
2.225471505E2,-2.334227324E0,6.610755920E-1,2.890636444E0
2.225521806E2,-1.840237021E0,8.654963970E-1,3.070446968E0
2.225572106E2,-1.130539060E0,9.981737137E-1,3.283390999E0
2.225622407E2,-3.325003088E-1,1.068446875E0,3.606093407E0
2.225672707E2,3.736959696E-1,1.075868845E0,3.938204765E0
2.225723008E2,8.894259334E-1,1.077714443E0,4.251118660E0
2.225773308E2,1.197609663E0,1.068845987E0,4.645425797E0
2.225823609E2,1.395924687E0,1.077401876E0,5.025555611E0
2.225873909E2,1.457922220E0,1.069404125E0,5.248175621E0
2.225924210E2,1.433831930E0,1.034986496E0,5.466565132E0
2.225974510E2,1.315939784E0,9.211075306E-1,5.518211365E0
2.226024811E2,1.047673345E0,8.038814068E-1,5.451266289E0
2.226075111E2,6.622305512E-1,6.881527901E-1,5.203680992E0
2.226125412E2,2.632150650E-1,5.981981754E-1,4.818637848E0
2.226175712E2,-1.083266214E-1,4.770686626E-1,4.334467888E0
2.226226013E2,-3.634165525E-1,3.350377083E-1,3.789379120E0
2.226276313E2,-4.467223883E-1,1.824114323E-1,3.259773254E0
2.226326614E2,-3.220318556E-1,2.459239960E-2,2.831542015E0
2.226376914E2,-5.268993229E-2,-1.189334393E-1,2.451848030E0
2.226427215E2,2.506001592E-1,-2.909750938E-1,2.197072983E0
2.226477515E2,5.444818735E-1,-5.107738972E-1,2.052769661E0
2.226527816E2,8.764185905E-1,-6.924757957E-1,2.033267975E0
2.226578116E2,1.260123014E0,-8.224675655E-1,2.038249969E0
2.226628417E2,1.719643116E0,-9.300441742E-1,2.048776627E0
2.226678718E2,2.326995611E0,-1.001579285E0,2.103387833E0
2.226729018E2,3.039646149E0,-9.994215965E-1,2.111406326E0
2.226779319E2,3.744429111E0,-9.959380627E-1,1.987019539E0
2.226829619E2,4.362433434E0,-1.043658257E0,1.677737236E0
2.226879920E2,4.776667118E0,-1.099364996E0,1.221954346E0
2.226930220E2,4.951395512E0,-1.152666807E0,5.716428757E-1
2.226980521E2,4.869579315E0,-1.158991098E0,-2.640581131E-1
2.227030821E2,4.570849895E0,-1.169176579E0,-1.166140556E0
2.227081122E2,4.151839733E0,-1.157251596E0,-2.111485958E0
2.227131422E2,3.622598886E0,-1.140401602E0,-2.986108303E0
2.227181723E2,3.054867506E0,-1.150661707E0,-3.757230759E0
2.227232023E2,2.414689541E0,-1.167923212E0,-4.406229973E0
2.227282324E2,1.777429461E0,-1.191867352E0,-4.789848328E0
2.227332624E2,1.213133574E0,-1.165391207E0,-5.013413906E0
2.227382925E2,7.629143000E-1,-1.069887877E0,-5.119867802E0
2.227433225E2,3.101073802E-1,-1.020845890E0,-5.147262096E0
2.227483526E2,-1.280010194E-1,-9.855010509E-1,-5.090515614E0
2.227533826E2,-4.907168746E-1,-9.266450405E-1,-4.853602886E0
2.227584127E2,-7.744215131E-1,-8.552892208E-1,-4.570073128E0
2.227634427E2,-9.557508826E-1,-8.110940456E-1,-4.239449978E0
2.227684728E2,-1.020579815E0,-8.241612911E-1,-3.918645382E0
2.227735028E2,-1.045509458E0,-8.240296841E-1,-3.635860443E0
2.227785329E2,-1.049734235E0,-8.358273506E-1,-3.390631676E0
2.227835630E2,-1.052405715E0,-8.030059338E-1,-3.158722401E0
2.227885930E2,-1.077501535E0,-7.454066277E-1,-3.002082348E0
2.227936231E2,-1.129685044E0,-7.210042477E-1,-2.915667057E0
2.227986531E2,-1.179662585E0,-6.920006275E-1,-2.875317097E0
2.228036832E2,-1.179175138E0,-6.729512215E-1,-2.900043011E0
2.228087132E2,-1.166298985E0,-6.111903191E-1,-2.994568348E0
2.228137433E2,-1.169498444E0,-5.208699703E-1,-3.178020000E0
2.228187733E2,-1.169293284E0,-4.251952171E-1,-3.460114479E0
2.228238034E2,-1.160436749E0,-3.233802319E-1,-3.821874142E0
2.228288334E2,-1.176127434E0,-2.096135616E-1,-4.196618557E0
2.228338635E2,-1.187850356E0,-5.877041817E-2,-4.570440292E0
2.228388935E2,-1.177052736E0,8.742856979E-2,-4.924737453E0
2.228439236E2,-1.148758769E0,2.255165577E-1,-5.193096161E0
2.228489536E2,-1.155482292E0,3.180625439E-1,-5.371174812E0
2.228539837E2,-1.134807587E0,4.185435772E-1,-5.459424973E0
2.228590137E2,-1.038815141E0,4.939453602E-1,-5.410339355E0
2.228640438E2,-8.912571669E-1,5.492649078E-1,-5.181133270E0
2.228690738E2,-7.109872699E-1,5.509927273E-1,-4.838973522E0
2.228741039E2,-5.405153632E-1,4.939239025E-1,-4.407719612E0
2.228791339E2,-4.222027063E-1,4.160017967E-1,-3.978192806E0
2.228841640E2,-3.172694147E-1,3.262355328E-1,-3.645803452E0
2.228891940E2,-3.543201983E-1,2.576837540E-1,-3.113745213E0
2.228942241E2,-4.571287036E-1,1.760241985E-1,-2.267161369E0
2.228992541E2,-5.590670109E-1,7.045483589E-2,-1.426365852E0
2.229042842E2,-7.366609573E-1,7.236719131E-3,-7.775840759E-1
2.229093143E2,-9.226703048E-1,1.452970505E-2,-2.773408890E-1
2.229143443E2,-1.050041437E0,6.345415115E-2,8.414554596E-2
2.229193744E2,-1.114952564E0,1.727476120E-1,5.463008881E-1
2.229244044E2,-1.094411850E0,3.182265759E-1,8.508195877E-1
2.229294345E2,-9.843201637E-1,5.192139149E-1,1.131711006E0
2.229344645E2,-7.902602553E-1,7.227435112E-1,1.346075058E0
2.229394946E2,-5.368552208E-1,9.147567749E-1,1.589531898E0
2.229445246E2,-2.150399685E-1,1.066723585E0,1.828514099E0
2.229495547E2,1.847722828E-1,1.193432093E0,1.924196243E0
2.229545847E2,5.822016597E-1,1.271584511E0,1.981750488E0
2.229596148E2,9.302753806E-1,1.287422657E0,2.134930611E0
2.229646448E2,1.210592508E0,1.284735203E0,2.474221230E0
2.229696749E2,1.338181734E0,1.249235392E0,2.879804611E0
2.229747049E2,1.357942104E0,1.114001274E0,3.251150131E0
2.229797350E2,1.305134177E0,9.222943783E-1,3.564323425E0
2.229847650E2,1.099015355E0,7.077181339E-1,3.805006981E0
2.229897951E2,7.403328419E-1,5.184288025E-1,3.987505913E0
2.229948251E2,1.864817888E-1,3.830614090E-1,4.073639870E0
2.229998552E2,-4.523793459E-1,3.394904137E-1,4.149752617E0
2.230048852E2,-1.096823573E0,3.968870640E-1,4.182528496E0
2.230099153E2,-1.698724151E0,6.220269203E-1,4.301208496E0
2.230149453E2,-2.115432262E0,8.612151146E-1,4.539363861E0
2.230199754E2,-2.165696144E0,1.071009636E0,4.892218590E0
2.230250054E2,-1.734329700E0,1.150133133E0,5.360021591E0
2.230300355E2,-8.668267131E-1,1.169647694E0,5.895258904E0
2.230350656E2,4.084893465E-1,1.185901880E0,6.359813690E0
2.230400956E2,1.937093258E0,1.265515566E0,6.596312523E0
2.230451257E2,3.361984968E0,1.289074421E0,6.624176979E0
2.230501557E2,4.322953224E0,1.213840008E0,6.452993393E0
2.230551858E2,4.732206345E0,1.064451694E0,6.039347649E0
2.230602158E2,4.657883167E0,1.009405375E0,5.392223358E0
2.230652459E2,4.141766071E0,9.260046482E-1,4.635112762E0
2.230702759E2,3.189998150E0,7.969205379E-1,3.700211525E0
2.230753060E2,1.960152388E0,6.100978851E-1,2.691957474E0
2.230803360E2,7.132028341E-1,3.769977093E-1,1.781977654E0
2.230853660E2,-2.338980138E-1,1.325659752E-1,1.079825401E0
2.230903960E2,-9.282505512E-1,-1.083576679E-1,5.853519440E-1
2.230954260E2,-1.478110313E0,-3.843870163E-1,2.939138412E-1
2.231004560E2,-1.866443515E0,-6.631157398E-1,9.592342377E-2
2.231054860E2,-2.128145218E0,-8.548855782E-1,4.451560974E-2
2.231105160E2,-2.365556002E0,-9.228177071E-1,1.353750229E-1
2.231155460E2,-2.552146912E0,-8.641448021E-1,3.356962204E-1
2.231205760E2,-2.626488209E0,-7.765195370E-1,4.739093781E-1
2.231256060E2,-2.545794964E0,-6.902878284E-1,5.219907761E-1
2.231306360E2,-2.415910959E0,-6.354682446E-1,5.283355713E-1
2.231356660E2,-2.275565624E0,-5.174429417E-1,4.789848328E-1
2.231406960E2,-2.134568930E0,-3.894679546E-1,3.215408325E-1
2.231457260E2,-2.012247086E0,-2.708511353E-1,2.043771744E-1
2.231507560E2,-1.928008437E0,-2.334747314E-1,1.744365692E-2
2.231557860E2,-1.915348291E0,-2.719645500E-1,-3.111476898E-1
2.231608160E2,-2.012441635E0,-3.471300602E-1,-6.428775787E-1
2.231658460E2,-2.113524437E0,-4.771203995E-1,-9.733343124E-1
2.231708760E2,-2.212939739E0,-6.080813408E-1,-1.259921551E0
2.231759060E2,-2.285641909E0,-7.536258698E-1,-1.517316818E0
2.231809360E2,-2.273394108E0,-9.031872749E-1,-1.793742180E0
2.231859660E2,-2.199037790E0,-1.070617676E0,-2.017613888E0
2.231909960E2,-2.070909500E0,-1.245886087E0,-2.251321316E0
2.231960260E2,-1.931003332E0,-1.409507990E0,-2.384974957E0
2.232010560E2,-1.802859187E0,-1.575945973E0,-2.495167732E0
2.232060860E2,-1.715334892E0,-1.735687494E0,-2.586679459E0
2.232111160E2,-1.639806867E0,-1.874794841E0,-2.649808884E0
2.232161461E2,-1.567297935E0,-1.984232426E0,-2.641358376E0
2.232211761E2,-1.479128599E0,-2.102998257E0,-2.671151161E0
2.232262062E2,-1.375936270E0,-2.207870483E0,-2.691065788E0
2.232312362E2,-1.301648736E0,-2.308835030E0,-2.767937660E0
2.232362663E2,-1.257102609E0,-2.353695869E0,-2.825054169E0
2.232412963E2,-1.219799399E0,-2.395530701E0,-2.867118835E0
2.232463264E2,-1.138035059E0,-2.424980164E0,-2.999329090E0
2.232513564E2,-1.021925688E0,-2.437519789E0,-3.116299152E0
2.232563865E2,-8.574494720E-1,-2.423792362E0,-3.174956799E0
2.232614165E2,-6.257502437E-1,-2.393325329E0,-3.275840282E0
2.232664466E2,-3.841836452E-1,-2.374608994E0,-3.404621124E0
2.232714766E2,-1.707229316E-1,-2.367303848E0,-3.523102760E0
2.232765067E2,7.753207535E-2,-2.318515062E0,-3.612235069E0
2.232815368E2,3.039063215E-1,-2.203767776E0,-3.710500717E0
2.232865668E2,4.998346567E-1,-2.056306362E0,-3.746232986E0
2.232915969E2,7.477476597E-1,-1.899821520E0,-3.810443878E0
2.232966269E2,1.005450487E0,-1.733823657E0,-3.922394276E0
2.233016570E2,1.259122014E0,-1.543532491E0,-3.996098995E0
2.233066870E2,1.475290418E0,-1.352451563E0,-4.093943119E0
2.233117171E2,1.639907479E0,-1.155462503E0,-4.168200970E0
2.233167471E2,1.743767381E0,-9.379439354E-1,-4.171188831E0
2.233217772E2,1.839206219E0,-7.186744213E-1,-4.170096874E0
2.233268072E2,1.878358483E0,-4.927406311E-1,-4.174550533E0
2.233318373E2,1.889963627E0,-2.694854736E-1,-4.189413548E0
2.233368673E2,1.850227952E0,-1.500105858E-2,-4.128749371E0
2.233418974E2,1.734880567E0,2.467508316E-1,-3.954385281E0
2.233469274E2,1.629722953E0,4.918413162E-1,-3.709497452E0
2.233519575E2,1.582077026E0,7.393186092E-1,-3.446733475E0
2.233569875E2,1.548519015E0,9.509172440E-1,-3.099144459E0
2.233620176E2,1.514698267E0,1.131313801E0,-2.685897827E0
2.233670476E2,1.452103734E0,1.289819241E0,-2.283476353E0
2.233720777E2,1.380525708E0,1.435584784E0,-1.810400963E0
2.233771077E2,1.328674316E0,1.563302994E0,-1.256993771E0
2.233821378E2,1.244703174E0,1.667773247E0,-7.953720093E-1
2.233871678E2,1.110326886E0,1.767811060E0,-4.348716736E-1
2.233921979E2,9.449211955E-1,1.896903038E0,-1.418952942E-1
2.233972280E2,7.862497568E-1,2.026323795E0,2.079935074E-1
2.234022580E2,6.481668949E-1,2.122747421E0,5.285997391E-1
2.234072881E2,5.303421617E-1,2.191102982E0,8.438472748E-1
2.234123181E2,4.135964215E-1,2.231336594E0,1.129866600E0
2.234173482E2,2.785132825E-1,2.281750441E0,1.377140999E0
2.234223782E2,1.911923885E-1,2.304277658E0,1.676532745E0
2.234274083E2,1.025562584E-1,2.318285942E0,2.018371582E0
2.234324383E2,4.513657093E-2,2.300028324E0,2.421707153E0
2.234374684E2,4.253378510E-2,2.235003233E0,2.915230751E0
2.234424984E2,1.045228094E-1,2.123075247E0,3.431949615E0
2.234475285E2,1.981689930E-1,1.959125519E0,3.976740837E0
2.234525585E2,2.764651179E-1,1.809523821E0,4.540197372E0
2.234575886E2,3.498359323E-1,1.649790049E0,5.117661476E0
2.234626186E2,3.903731704E-1,1.474500418E0,5.594507217E0
2.234676487E2,3.611941934E-1,1.258905172E0,5.966286659E0
2.234726787E2,2.686552703E-1,1.021630526E0,6.194980621E0
2.234777088E2,5.618198216E-2,7.862646580E-1,6.232998848E0
2.234827388E2,-2.522399724E-1,6.484589577E-1,6.090125084E0
2.234877689E2,-6.860929132E-1,6.657383442E-1,5.828682899E0
2.234927989E2,-1.127417803E0,7.907943726E-1,5.491683960E0
2.234978290E2,-1.468881845E0,9.475271702E-1,5.117352486E0
2.235028590E2,-1.622585416E0,1.084086657E0,4.777270317E0
2.235078891E2,-1.581653237E0,1.138923407E0,4.566891670E0
2.235129191E2,-1.338011503E0,1.140877485E0,4.490831375E0
2.235179492E2,-9.063163996E-1,1.061012983E0,4.572930336E0
2.235229793E2,-3.999609649E-1,8.939883709E-1,4.722310066E0
2.235280093E2,1.403054446E-1,6.963782310E-1,4.886518478E0
2.235330394E2,6.166010499E-1,4.677443504E-1,4.974773407E0
2.235380694E2,9.162094593E-1,2.268717289E-1,4.953755379E0
2.235430995E2,1.074171424E0,1.216435432E-2,4.823524475E0
2.235481295E2,1.125358343E0,-1.045446396E-1,4.741955757E0
2.235531596E2,1.032627344E0,-1.999518871E-1,4.618087769E0
2.235581896E2,8.592226505E-1,-2.981431484E-1,4.404144287E0
2.235632197E2,5.962173939E-1,-4.086170197E-1,4.119323730E0
2.235682497E2,2.961607575E-1,-5.023891926E-1,3.797123909E0
2.235732798E2,3.461122513E-2,-5.744645596E-1,3.432791710E0
2.235783098E2,-1.806754321E-1,-6.006827354E-1,3.055067062E0
2.235833399E2,-3.946674466E-1,-6.046891212E-1,2.697423935E0
2.235883699E2,-4.321975112E-1,-6.246063709E-1,2.378984451E0
2.235934000E2,-2.617093921E-1,-6.457579136E-1,2.099661827E0
2.235984300E2,2.474616468E-2,-6.586329937E-1,1.921619415E0
2.236034601E2,3.599182367E-1,-7.016091347E-1,1.811295509E0
2.236084901E2,7.774161100E-1,-7.795345783E-1,1.725598335E0
2.236135202E2,1.229276061E0,-8.303945065E-1,1.655007362E0
2.236185502E2,1.686275125E0,-8.447594643E-1,1.551745415E0
2.236235803E2,2.181818962E0,-8.273601532E-1,1.377600670E0
2.236286103E2,2.673200846E0,-8.306076527E-1,1.127837181E0
2.236336404E2,3.199110746E0,-8.349208832E-1,8.837480545E-1
2.236386704E2,3.688742638E0,-8.733205795E-1,6.547594070E-1
2.236437005E2,4.052778721E0,-9.312217236E-1,4.072837830E-1
2.236487306E2,4.312416077E0,-1.032114506E0,9.332942963E-2
2.236537606E2,4.403149605E0,-1.166033864E0,-3.207206726E-1
2.236587907E2,4.288804054E0,-1.284436703E0,-8.828954697E-1
2.236638207E2,3.909127474E0,-1.348029613E0,-1.521734715E0
2.236688508E2,3.360746145E0,-1.384284973E0,-2.165902615E0
2.236738808E2,2.672525883E0,-1.406303167E0,-2.791934967E0
2.236789109E2,1.887140036E0,-1.437072992E0,-3.290166378E0
2.236839409E2,1.084919930E0,-1.466577530E0,-3.613030434E0
2.236889710E2,3.455079198E-1,-1.451897860E0,-3.794095993E0
2.236940010E2,-2.227890342E-1,-1.403362274E0,-3.890602112E0
2.236990311E2,-6.310343742E-1,-1.307309031E0,-3.935847282E0
2.237040611E2,-9.667897224E-1,-1.236144781E0,-3.881805420E0
2.237090912E2,-1.274493933E0,-1.162009954E0,-3.747393608E0
2.237141212E2,-1.540751219E0,-1.085967541E0,-3.541904449E0
2.237191513E2,-1.704070807E0,-1.033101797E0,-3.279386044E0
2.237241813E2,-1.793385029E0,-1.038182259E0,-3.007320404E0
2.237292114E2,-1.832808495E0,-1.049555302E0,-2.739756584E0
2.237342414E2,-1.865171313E0,-1.077900171E0,-2.524179935E0
2.237392715E2,-1.885393262E0,-1.128894329E0,-2.398517132E0
2.237443015E2,-1.883485556E0,-1.174577355E0,-2.319393635E0
2.237493316E2,-1.830578089E0,-1.181937337E0,-2.310526371E0
2.237543616E2,-1.817615986E0,-1.208613515E0,-2.410020351E0
2.237593917E2,-1.744235873E0,-1.211438537E0,-2.584288597E0
2.237644218E2,-1.658272982E0,-1.209316969E0,-2.814172745E0
2.237694518E2,-1.593221903E0,-1.187399149E0,-3.075835705E0
2.237744819E2,-1.525180459E0,-1.164379120E0,-3.369358540E0
2.237795119E2,-1.429962873E0,-1.158727884E0,-3.699677467E0
2.237845420E2,-1.312127233E0,-1.121890783E0,-4.043044567E0
2.237895720E2,-1.176193714E0,-1.053201914E0,-4.366183758E0
2.237946021E2,-1.016864777E0,-9.806935787E-1,-4.693261147E0
2.237996321E2,-8.675050139E-1,-8.749287128E-1,-5.053216457E0
2.238046622E2,-6.994095445E-1,-7.208111286E-1,-5.293249130E0
2.238096922E2,-5.319219232E-1,-5.463597775E-1,-5.466389656E0
2.238147223E2,-3.798580468E-1,-3.510167599E-1,-5.625555038E0
2.238197523E2,-2.244112194E-1,-1.150989532E-1,-5.732737064E0
2.238247824E2,-9.492823482E-2,1.378593445E-1,-5.778617382E0
2.238298124E2,2.279928699E-2,3.794708252E-1,-5.772986889E0
2.238348425E2,1.473682821E-1,6.006095409E-1,-5.658699512E0
2.238398725E2,2.931999862E-1,7.489693165E-1,-5.464709282E0
2.238449026E2,5.034028888E-1,8.868422508E-1,-5.152883530E0
2.238499326E2,7.304842472E-1,9.952864647E-1,-4.713878632E0
2.238549627E2,9.079731703E-1,1.117263079E0,-4.128687382E0
2.238599927E2,1.017663240E0,1.223509550E0,-3.454676628E0
2.238650228E2,1.017446637E0,1.299102545E0,-2.753911495E0
2.238700528E2,9.802411199E-1,1.338663101E0,-1.983155727E0
2.238750829E2,9.595986009E-1,1.351073265E0,-1.233107090E0
2.238801130E2,8.749338388E-1,1.388251305E0,-4.413156509E-1
2.238851430E2,7.175875902E-1,1.415824175E0,3.302974701E-1
2.238901731E2,5.027363300E-1,1.423479080E0,9.433269501E-1
2.238952031E2,1.925407201E-1,1.482464552E0,1.426841736E0
2.239002332E2,-1.994754672E-1,1.587575197E0,1.776376724E0
2.239052632E2,-6.082195044E-1,1.724382401E0,2.049541473E0
2.239102933E2,-9.455609322E-1,1.859773874E0,2.236775398E0
2.239153233E2,-1.166744947E0,1.951155186E0,2.428942680E0
2.239203534E2,-1.159362435E0,1.984671831E0,2.668952942E0
2.239253834E2,-8.812887073E-1,1.917446852E0,2.942384720E0
2.239304135E2,-4.850025177E-1,1.816748381E0,3.220430374E0
2.239354435E2,-6.906908751E-2,1.687293291E0,3.474409103E0
2.239404736E2,3.880472481E-1,1.557696342E0,3.752177238E0
2.239455036E2,7.255036831E-1,1.428035259E0,4.015371323E0
2.239505337E2,8.972131610E-1,1.298193693E0,4.278347969E0
2.239555637E2,9.195096493E-1,1.172899246E0,4.512359619E0
2.239605938E2,7.613137364E-1,1.023017168E0,4.684031487E0
2.239656238E2,3.428967297E-1,8.863818645E-1,4.750504494E0
2.239706539E2,-3.362708688E-1,8.537085056E-1,4.755028725E0
2.239756848E2,-1.141116858E0,1.020498753E0,4.764784813E0
2.239807141E2,-1.761772275E0,1.286145926E0,4.808636665E0
2.239857435E2,-1.965668797E0,1.535800695E0,4.891511917E0
2.239907730E2,-1.556931615E0,1.597601652E0,5.003858566E0
2.239958024E2,-6.195226908E-1,1.462011099E0,5.188920975E0
2.240008320E2,6.414287090E-1,1.257828474E0,5.375228882E0
2.240058616E2,2.009308100E0,1.142707825E0,5.476858139E0
2.240108913E2,3.312880278E0,1.073573351E0,5.445965767E0
2.240159212E2,4.291044235E0,9.930009842E-1,5.330232620E0
2.240209511E2,4.850382805E0,7.864351273E-1,5.057454109E0
2.240259812E2,4.968185902E0,5.356671810E-1,4.574516296E0
2.240310113E2,4.590654373E0,2.849743366E-1,3.981196404E0
2.240360416E2,3.729070187E0,-2.489566803E-3,3.214639664E0
2.240410720E2,2.502616405E0,-3.295524120E-1,2.365166664E0
2.240461024E2,1.162775636E0,-6.561238766E-1,1.604541779E0
2.240511328E2,7.403868437E-2,-9.619116783E-1,1.061698914E0
2.240561634E2,-6.193631887E-1,-1.241586685E0,7.412977219E-1
2.240611939E2,-1.150386333E0,-1.500380278E0,4.952659607E-1
2.240662244E2,-1.578299284E0,-1.705772638E0,3.718881607E-1
2.240712549E2,-1.717722654E0,-1.858870864E0,3.093690872E-1
2.240762849E2,-1.737315297E0,-1.874880552E0,3.560323715E-1
2.240813149E2,-1.786400795E0,-1.764910340E0,4.119081497E-1
2.240863449E2,-1.832062602E0,-1.568753719E0,4.105892181E-1
2.240913749E2,-1.845421314E0,-1.368903160E0,3.573141098E-1
2.240964049E2,-1.855480671E0,-1.156821251E0,2.333879471E-1
2.241014349E2,-1.910764813E0,-9.234752655E-1,2.951335907E-2
2.241064649E2,-1.959477425E0,-6.786718369E-1,-2.493715286E-1
2.241114949E2,-2.021340847E0,-4.653251171E-1,-5.506563187E-1
2.241165249E2,-2.063785553E0,-2.974040508E-1,-8.936033249E-1
2.241215549E2,-2.078229189E0,-1.791856289E-1,-1.177929878E0
2.241265849E2,-1.998679161E0,-1.004543304E-1,-1.432653904E0
2.241316149E2,-1.873457193E0,-3.177785873E-2,-1.605494499E0
2.241366449E2,-1.745293736E0,8.115768433E-3,-1.672811508E0
2.241416749E2,-1.541277885E0,5.254507065E-3,-1.668358803E0
2.241467049E2,-1.331487417E0,-6.393003464E-2,-1.597133636E0
2.241517349E2,-1.080218196E0,-1.849169731E-1,-1.521448135E0
2.241567649E2,-8.950557113E-1,-3.527646065E-1,-1.493980408E0
2.241617949E2,-8.119172454E-1,-5.336909294E-1,-1.500449181E0
2.241668249E2,-8.001940846E-1,-7.273724079E-1,-1.569641113E0
2.241718549E2,-9.018194079E-1,-9.048798084E-1,-1.634610176E0
2.241768849E2,-1.049085259E0,-1.104322910E0,-1.714535713E0
2.241819149E2,-1.246748447E0,-1.292124987E0,-1.828508377E0
2.241869449E2,-1.461791396E0,-1.458915830E0,-1.957229614E0
2.241919749E2,-1.676289201E0,-1.580900192E0,-2.095793247E0
2.241970049E2,-1.867454648E0,-1.663215756E0,-2.258360386E0
2.242020349E2,-2.008105516E0,-1.744333506E0,-2.392191410E0
2.242070649E2,-2.080457687E0,-1.819992065E0,-2.501895905E0
2.242120949E2,-2.095804930E0,-1.895309806E0,-2.577829361E0
2.242171249E2,-2.089056253E0,-1.956471443E0,-2.605538368E0
2.242221549E2,-2.023341179E0,-1.975487232E0,-2.594473839E0
2.242271849E2,-1.918891907E0,-1.976953506E0,-2.601936340E0
2.242322150E2,-1.728814960E0,-1.947168827E0,-2.532130241E0
2.242372450E2,-1.463039160E0,-1.963548541E0,-2.399283886E0
2.242422751E2,-1.160083294E0,-1.988514543E0,-2.313292027E0
2.242473051E2,-8.199175596E-1,-1.994035125E0,-2.226091862E0
2.242523352E2,-4.515853822E-1,-1.961370826E0,-2.137574673E0
2.242573652E2,-1.308428049E-1,-1.900402308E0,-2.071548939E0
2.242623953E2,1.531616896E-1,-1.820897579E0,-2.147447109E0
2.242674253E2,4.256287217E-1,-1.732168555E0,-2.374685764E0
2.242724554E2,6.826187372E-1,-1.628619671E0,-2.695904732E0
2.242774854E2,8.719297647E-1,-1.523396850E0,-3.015701771E0
2.242825155E2,9.937399030E-1,-1.420178890E0,-3.329641819E0
2.242875456E2,1.105620146E0,-1.308252692E0,-3.733749390E0
2.242925756E2,1.155260086E0,-1.152955294E0,-4.080048084E0
2.242976057E2,1.171668649E0,-9.485206604E-1,-4.340267658E0
2.243026357E2,1.111853600E0,-7.563996315E-1,-4.505233765E0
2.243076658E2,1.023561358E0,-5.665810108E-1,-4.594367027E0
2.243126958E2,1.002222300E0,-3.834121227E-1,-4.622283936E0
2.243177259E2,1.052042484E0,-1.683332920E-1,-4.598758698E0
2.243227559E2,1.076894403E0,5.983209610E-2,-4.485739708E0
2.243277860E2,1.062430978E0,2.773032188E-1,-4.321659088E0
2.243328160E2,1.061113358E0,4.314894676E-1,-4.073112011E0
2.243378461E2,1.106729746E0,5.747880936E-1,-3.730525970E0
2.243428761E2,1.170843482E0,7.022802830E-1,-3.303514957E0
2.243479062E2,1.220137239E0,8.279416561E-1,-2.806378365E0
2.243529362E2,1.269186497E0,9.514784813E-1,-2.210388660E0
2.243579663E2,1.299250841E0,1.077286243E0,-1.596814156E0
2.243629963E2,1.263105631E0,1.186033487E0,-1.013411522E0
2.243680264E2,1.233157158E0,1.320434332E0,-4.169588089E-1
2.243730564E2,1.200125337E0,1.408619165E0,9.692478180E-2
2.243780865E2,1.087786913E0,1.474653959E0,6.000614166E-1
2.243831165E2,9.488287568E-1,1.532914639E0,1.111602783E0
2.243881466E2,7.590916753E-1,1.602592230E0,1.684142113E0
2.243931766E2,5.087463260E-1,1.616773129E0,2.308032990E0
2.243982067E2,1.882118583E-1,1.546389818E0,2.925985336E0
2.244032368E2,-1.588340104E-1,1.467423677E0,3.504761696E0
2.244082668E2,-5.034595728E-1,1.398118973E0,4.111660957E0
2.244132969E2,-7.696464062E-1,1.361626148E0,4.722969055E0
2.244183269E2,-9.201757312E-1,1.318741798E0,5.334157944E0
2.244233570E2,-1.032471657E0,1.282760382E0,5.869006157E0
2.244283870E2,-1.030050635E0,1.262072325E0,6.222723007E0
2.244334171E2,-9.318138361E-1,1.255798578E0,6.424457550E0
2.244384471E2,-8.043439388E-1,1.263361931E0,6.398022652E0
2.244434772E2,-7.860243320E-1,1.313235998E0,6.210700989E0
2.244485072E2,-9.196913242E-1,1.348174572E0,5.833927155E0
2.244535373E2,-1.119395494E0,1.406800032E0,5.396950722E0
2.244585673E2,-1.419478774E0,1.528085470E0,4.933089256E0
2.244635974E2,-1.849825501E0,1.664762497E0,4.389560699E0
2.244686274E2,-2.302340031E0,1.889527798E0,3.885692596E0
2.244736575E2,-2.626527309E0,2.169885159E0,3.507138252E0
2.244786875E2,-2.609553099E0,2.449882746E0,3.267589569E0
2.244837176E2,-2.214774847E0,2.696911812E0,3.233557701E0
2.244887476E2,-1.623707294E0,2.810866594E0,3.404764175E0
